region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
AFR,LWK,NA19446,NA19446,-0.0558,-0.0204,-0.0221,-0.0422,0.0132,0.0219,0.0337,0.0329,0.0296,0.0602,0.0026,-0.0134,0.0124,-0.0278,0.0053
AFR,LWK,NA19448,NA19448,-0.0541,-0.0054,-0.0109,-0.0094,0.0368,-0.0028,-0.0389,0.0267,0.0108,-0.0289,0.0159,0.028,0.0316,0.006,0.0002
AFR,LWK,NA19449,NA19449,-0.0662,-0.0015,-0.0062,-0.0056,-0.003,-0.0138,-0.0087,-0.0151,-0.0124,-0.0085,-0.0021,-0.0115,0.0167,0.0002,-0.0143
AFR,LWK,NA19451,NA19451,-0.0543,-0.022,-0.0148,-0.0108,0.0601,0.0626,0.0137,0.0194,-0.0281,-0.0001,0.0348,-0.0265,0.0312,-0.0171,-0.0971
AFR,LWK,NA19452,NA19452,-0.0519,-0.0064,0.0152,0.009,0.0146,-0.0032,0.0412,-0.0069,0.0039,0.009,0.0196,0.0547,0.0281,0.0233,0.0051
AFR,LWK,NA19454,NA19454,-0.0562,0.0132,-0.0125,0.014,-0.0161,-0.0037,-0.0044,-0.0059,0.0091,0.0272,0.0229,-0.0082,0.0015,-0.0188,-0.0152
AFR,LWK,NA19455,NA19455,-0.0471,0.0086,0.0045,-0.01,-0.015,-0.0029,-0.0175,0.0219,0.0403,-0.07,-0.0133,-0.0278,0.0424,-0.0248,0.0531
AFR,LWK,NA19456,NA19456,-0.06,-0.0106,0.0277,0.0033,-0.008,0.0087,0.0256,0.0046,0.0251,-0.002,0.013,-0.0008,0.0008,-0.0222,0.0263
AFR,LWK,NA19457,NA19457,-0.0577,-0.0098,0.0187,0.0039,0.0011,0.0404,0.0262,-0.0211,-0.0075,-0.0082,-0.0306,0.0214,-0.0006,-0.0181,-0.0141
AFR,LWK,NA19461,NA19461,-0.052,-0.0118,-0.0155,0.0404,-0.0314,0.0642,0.0262,-0.0646,0.0094,0.0461,-0.0427,-0.0177,-0.0789,-0.0335,0.033
AFR,LWK,NA19462,NA19462,-0.053,-0.0071,-0.0411,0.015,0.0461,-0.0452,-0.0055,-0.0022,0.0313,-0.0001,-0.0263,-0.0287,-0.0085,0.0086,0.0482
AFR,LWK,NA19463,NA19463,-0.0478,-0.0019,-0.0092,-0.0125,0.0491,-0.0134,-0.0382,0.0034,0.0127,-0.0213,0.0295,0.0279,-0.015,-0.0247,0.0517
AFR,LWK,NA19466,NA19466,-0.0561,0.0118,-0.0123,0.0071,0.009,-0.009,0.006,-0.046,-0.0131,0.0181,-0.042,0.0019,-0.0357,-0.0147,0.0187
AFR,LWK,NA19467,NA19467,-0.0632,0.0007,-0.0085,-0.0084,0.0014,-0.015,-0.0089,-0.02,-0.0139,-0.017,-0.0058,-0.0015,0.0063,0.0084,0.0093
AFR,LWK,NA19468,NA19468,-0.0605,0.0017,-0.0017,-0.0011,0.0091,-0.028,-0.0074,-0.0154,0.0016,-0.0125,0.0103,0.0221,0.0017,-0.0239,0.0149
AFR,LWK,NA19471,NA19471,-0.0544,-0.0072,0.0257,-0.004,0.0022,0.0042,0.0414,0.001,-0.028,-0.005,0.0425,-0.0159,-0.0072,0.0329,-0.0263
AFR,LWK,NA19472,NA19472,-0.0513,-0.0403,0.0264,-0.0231,0.0335,0.0024,0.0745,0.0528,0.0483,0.0008,0.0488,0.096,-0.0283,-0.0312,0.013
AFR,LWK,NA19473,NA19473,-0.048,0.0147,0.0093,0.0237,-0.0197,0.0252,0.0498,0.0291,0.0513,0.0522,-0.0044,-0.0286,0.0286,0.0012,-0.014
AFR,LWK,NA19474,NA19474,-0.0579,0.0044,-0.0029,-0.0097,-0.0037,-0.007,-0.013,-0.0027,0.0054,-0.0326,-0.0135,0.0054,0.0538,0.0093,0.0193
AFR,LWK,NA19475,NA19475,-0.0646,-0.0101,-0.0241,-0.0476,-0.0257,-0.0266,0.0081,-0.0095,-0.0184,-0.0008,-0.0061,0.0034,0.0192,-0.0175,-0.013
AFR,YRI,NA18486,NA18486,-0.0563,-0.0413,0.041,-0.0229,-0.0401,0.0198,0.0634,0.0445,-0.0318,0.0073,-0.0257,0.0258,0.0003,0.0162,0.0218
AFR,YRI,NA18488,NA18488,-0.058,-0.0337,0.0118,0.0272,-0.0363,0.0669,0.0591,0.0077,0.0388,-0.0027,0.0117,-0.0068,0.0182,0.0732,0.0071
AFR,YRI,NA18489,NA18489,-0.0592,-0.0248,0.0139,-0.0354,-0.0282,0.034,0.0863,0.033,0.0205,0.0418,-0.0306,0.0031,-0.0244,0.0199,-0.0699
AFR,YRI,NA18498,NA18498,-0.0561,-0.0207,0.0141,-0.0009,0.0658,-0.0068,0.0137,0.0227,0.0405,0.0053,0.0276,0.0514,-0.0204,-0.0408,0.0316
AFR,YRI,NA18499,NA18499,-0.0605,0.0022,-0.0078,-0.0014,-0.0014,-0.0191,-0.0105,-0.0195,-0.0171,-0.0289,0.0114,0.0243,-0.0198,0.0152,0.0012
AFR,YRI,NA18501,NA18501,-0.0591,-0.0226,-0.0013,-0.0117,0.0442,0.0014,0.0075,0.0151,0.0082,0.0068,-0.0019,0.0319,-0.0366,0.0552,-0.0146
AFR,YRI,NA18502,NA18502,-0.0591,-0.0226,-0.0013,-0.0117,0.0442,0.0014,0.0075,0.0151,0.0082,0.0068,-0.0019,0.0319,-0.0366,0.0552,-0.0146
AFR,YRI,NA18504,NA18504,-0.0619,-0.0105,-0.0412,0.0109,-0.025,0.0036,-0.0241,-0.035,0.0014,-0.0056,0.0181,-0.0107,-0.0055,0.0154,0.014
AFR,YRI,NA18505,NA18505,-0.0602,-0.0102,0.0051,0.0114,0.0115,0.0448,0.0416,-0.0149,-0.0271,0.0292,0.0436,0.0096,0.0684,-0.0146,-0.0525
