region,population,family,sample,PC1,PC2,PC3,PC4,PC5,PC6,PC7,PC8,PC9,PC10,PC11,PC12,PC13,PC14,PC15
AFR,LWK,NA19434,NA19434,0.06004406416756524,1.8927263619854858e-05,-0.087,-0.0065,-0.0068,0.0047,0.0152,0.0571,0.0388,0.0712,-0.0454,-0.0621,0.0728,0.1244,0.1061
AFR,LWK,NA19435,NA19435,0.059794821276743494,-0.001272536240074625,-0.065,0.0018,-0.0023,-0.0024,-0.0274,-0.0081,0.0221,-0.0052,0.0012,-0.01,0.0209,-0.0092,0.0362
AFR,LWK,NA19436,NA19436,0.06160111991882835,-0.0011410629895540645,-0.0771,0.0018,-0.0002,-0.0004,-0.0264,0.0674,-0.0008,-0.0414,-0.0052,-0.0241,0.0289,0.0215,0.0015
AFR,LWK,NA19437,NA19437,0.058426224085824104,-0.00041992746167297487,-0.0585,0.0056,0.0096,0.0046,0.0014,-0.0252,0.0065,0.0524,0.0019,-0.0471,0.0536,-0.0308,-0.0873
AFR,LWK,NA19438,NA19438,0.0620388213699938,-0.00015698096063185328,-0.0632,0.0071,0.0078,0.0008,-0.0034,-0.0089,-0.0158,0.0,0.0371,-0.0218,-0.0935,-0.0192,0.0508
AFR,LWK,NA19439,NA19439,0.06115466715222576,0.00027692146987872476,-0.0751,0.012,0.0026,-0.0088,-0.0073,0.0453,-0.0241,0.0662,0.0073,-0.0558,0.0262,-0.0491,-0.0403
AFR,LWK,NA19440,NA19440,0.06271552192414374,-0.0007831409721410223,-0.0779,-0.0007,0.0002,-0.0005,-0.0152,-0.0193,0.0192,0.0274,0.0972,0.0388,-0.0393,0.0202,-0.0065
AFR,LWK,NA19443,NA19443,0.06047416757742095,0.0008031536702337214,-0.0826,-0.008,-0.0127,0.0071,-0.0103,0.0313,-0.0025,0.011,-0.0357,0.0035,0.0191,0.0433,-0.0848
AFR,LWK,NA19445,NA19445,0.06191230041425549,-0.0008526766180561793,-0.0761,-0.0043,-0.0015,0.0177,-0.009,0.0119,0.0206,-0.0022,0.0055,-0.0082,-0.0215,-0.0209,-0.0001
AFR,LWK,NA19446,NA19446,0.062161543305077234,0.00043878688563830015,-0.0778,-0.0025,-0.0049,-0.009,0.0018,-0.0395,0.0181,-0.049,0.0415,-0.0229,-0.0811,-0.0312,0.069
AFR,LWK,NA19448,NA19448,0.06051331105809708,-0.0007994903288879038,-0.0713,-0.0052,-0.008,0.0214,0.0079,0.0315,-0.0004,-0.009,0.0452,-0.0007,0.0504,-0.0397,0.0236
AFR,LWK,NA19449,NA19449,0.06186935791292447,0.0006500395699112742,-0.0664,-0.0113,-0.0172,-0.006,0.0183,0.0243,-0.0045,0.0221,0.0274,0.0385,0.0393,0.0216,0.0412
AFR,LWK,NA19451,NA19451,0.06161631600144785,-0.0007413517449373771,-0.082,-0.0037,0.008,0.0091,0.0047,0.0261,0.0601,-0.0883,-0.0619,0.0251,-0.0024,-0.0169,0.0131
AFR,LWK,NA19452,NA19452,0.05946084665738709,-0.0021604894784975404,-0.0793,0.0029,0.0108,-0.0123,-0.0012,0.0313,0.0758,-0.132,-0.0356,0.023,0.0126,-0.0138,-0.0123
